9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:14518	 grinnell:14518	1250	ms107_gricom060	41.741937,-92.722284	Monroe Hotel, Grinnell, Iowa	|		1939	1939?	Looking northeast from Third Avenue with cars parked in front. The Monroe Hotel was built in 1899. When the rail travel declined, the hotel fell on hard times and was torn down in 1970. 1939 postmark. Number B-93.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Public accommodation facilities|Hotels|Vehicles|Automobiles|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom060	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom060-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13692	 grinnell:13692	425	ms107_gricom062	41.741937,-92.722284	Hotel Monroe, Grinnell, Iowa	Monroe Hotel|		1910	1900-1910	Looking northeast from Third Avenue. The Monroe Hotel was built in 1899. When the rail travel declined, the hotel fell on hard times and was torn down in 1970. Number 1220.|	Drawing with divided back. Made in Germany.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Public accommodation facilities|Hotels|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom062	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.E. Wheelock & Co. (Peoria, Ill.)|	lib_isc_powgricom062-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13691	 grinnell:13691	424	ms107_gricom063	41.741937,-92.722284	Dining room, Hotel Monroe, Grinnell, Iowa	Monroe Hotel|		1913	1913	Interior of Monroe Hotel. The Monroe Hotel was built in 1899. When the rail travel declined, the hotel fell on hard times and was torn down in 1970. Number R-38726.|	C.T. Photochrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Public accommodation facilities|Hotels|Interiors|Dining rooms|Rooms & spaces		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom063	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgricom063-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13690	 grinnell:13690	423	ms107_gricom065	41.741937,-92.722284	Lobby, Hotel Monroe, Grinnell, Iowa	Monroe Hotel|		1913	1913	Interior of Monroe Hotel. The Monroe Hotel was built in 1899. When the rail travel declined, the hotel fell on hard times and was torn down in 1970. Number R-38727.|	C.T. Photochrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Public accommodation facilities|Hotels|Interiors|Lobbies|Rooms & spaces		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom065	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgricom065-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14517	 grinnell:14517	1249	ms107_gricom066	41.741937,-92.722284	New Monroe Hotel, Grinnell, Iowa	|		1915	1915	Looking northeast from Third Avenue. The Monroe Hotel was built in 1899. When the rail travel declined, the hotel fell on hard times and was torn down in 1970. Number R-57043.|	C.T. Photochrom print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Public accommodation facilities|Hotels|Vehicles|Automobiles|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom066	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgricom066-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14516	 grinnell:14516	1248	ms107_gricom067	41.741937,-92.722284	New Monroe Hotel, Grinnell, Iowa	|		1910	1900-1910	Looking northeast from Third Avenue. The Monroe Hotel was built in 1899. When the rail travel declined, the hotel fell on hard times and was torn down in 1970.|	Hand-tinted real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Public accommodation facilities|Hotels|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom067	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom067-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13528	 grinnell:13528	261	ms107_gricom068	41.741937,-92.722284	Park Street, Grinnell, Iowa	Central Park|Monroe Hotel|		1914	1914?	Looking north from Park Street with Central Park and Monroe Hotel in foreground. 1914 postmark. Number 126.|	Real photo, divided back with Sterling Quality logo. Stamp box says Genuine Photograph.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Public accommodation facilities|Hotels|Parks|Vehicles		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom068	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Company (Lake Mills, Wis.)|	lib_isc_powgricom068-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13319	 grinnell:13319	46	ms107_gricom069	41.741937,-92.722284	Park Street north from 3rd Avenue, Grinnell, Iowa	Third Avenue|Central Park|Monroe Hotel|		1912	1912?	Looking north from Park Street with Central Park and Monroe Hotel in foreground. 1912 postmark. Number 61.|	Real photo, divided back with KRUXO logo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Public accommodation facilities|Hotels|Parks|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom069	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Iowa Calendar Co. (Marshalltown, Iowa)|	lib_isc_powgricom069-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13299	 grinnell:13299	26	ms107_gricom070	41.743266,-92.727289	Spaulding Stock Chassis, Making World's Record, [Grinnell, Iowa]	Spaulding Manufacturing Company|Hatch Apartments|Spaulding Manufacturing Co.|		1920	1900-1920	Looking northeast at Spaulding car driving west on Fourth Avenue. Hatch Apartments in background. Originally started manufacturing buggies, the Spaulding Manufacturing Company introduced the first Spaulding automobile in 1909.|However, the Spaulding automobile never caught on and the last vehicle was made in 1916.	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Public accommodation facilities|Apartments|Vehicles|Automobiles		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom070	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgricom070-sc.jpg	Postcards	2007-06-14	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13301	 grinnell:13301	28	ms107_gricom071	41.742854,-92.729054	Spaulding buggies, Grinnell, Iowa	Spaulding Manufacturing Company|Spaulding Manufacturing Co.|		1910	1900-1910	Men standing in front of buggies. The Spaulding Manufacturing Company was created by Blacksmith Henry W. Spaulding turning out 15 buggies year. By 1905 the company was producing 10,000 buggies annually.|The Spaulding building is listed in the National Register of Historic Places. Title supplied by cataloger.	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Industrial facilities|Carriages & coaches|Vehicles|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom071	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgricom071-sc.jpg	Postcards	2007-06-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13495	 grinnell:13495	228	ms107_gricom073	41.744559,-92.725959	Colonial Theatre, Grinnell, Iowa	Colonial Theater|Iowa Theater|		1915	1905-1915	Looking southwest from corner of Main Street & Fifth Avenue. Number 922. The Colonial Theatre was built in 1902 and torn down in 1974. It originally held touring stage plays, special events and Grinnell College productions. Movies were added in the 30's|	Real photo Photoette print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Cultural facilities|Theaters|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom073	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2007-04-02	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.U. Williams, Photoette (Bloomington, Ill.)|	lib_isc_powgricom073-sc.jpg	Postcards	2007-06-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13989	 grinnell:13989	722	ms107_gricom075	41.743074,-92.724677	Nelson & Sons Sample Day, Grinnell, Iowa	|		1910	1900-1910	Looking southwest from Fourth Avenue. Nelson & Sons carried dry goods and groceries and held sample days for the town. Title supplied by cataloger.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Commercial facilities|Stores & shops|Dry goods stores|Carts & wagons	816 Fourth Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom075	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom075-sc.jpg	Photographs	2007-06-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13675	 grinnell:13675	408	ms107_gricom076	41.743409,-92.723246	Chevrolet garage & service station, Grinnell, Iowa	Polka Motor Company|		1920	1910-1920	Service station with gas pump and service station attendant. Title supplied by cataloger.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Commercial facilities|Automobile service stations|Gasoline pumps|Vehicles		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom076	1 photograph, b&w, 9 x 15 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom076-sc.jpg	Photographs	2007-06-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13988	 grinnell:13988	721	ms107_gricom077	41.742697,-92.729988	Grinnell Washing Machine Company, Grinnell, Iowa	|		1920	1908-1920	Looking southwest. The Grinnell Washing Machine Company was established in Grinnell in 1909 with a successful run in washing machines. However, due to poor admiistration, it went bankrupt in 1937. Number 132.|	Real photo reprint..|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Industrial facilities|Factories|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom077	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom077-sc.jpg	Photographs	2007-06-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13589	 grinnell:13589	322	ms107_gricom083	41.743409,-92.723246	Clark Lumber Company, Grinnell, Iowa	York Lumber|		1920	1910-1920	Truck pulling wagon full of lumber in from of warehouse. Sign says "We use lumber from the Clark Lumber Co.".|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Building materials industry|Lumber industry|Lumberyards|Vehicles|Trucks		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom083	1 photograph, b&w, 8 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom083-sc.jpg	Photographs	2007-06-15	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13665	 grinnell:13665	398	ms107_gricom085	41.743262,-92.725739	Fourth Avenue east from Main Street, Grinnell, Iowa	Rexall Drug Store|		1925	1915-1925	Looking east from Main Street with delivery truck and bicyclist. Number 545.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Commercial facilities|Stores & shops|Drugstores|Vehicles		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom085	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom085-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13987	 grinnell:13987	720	ms107_gricom087	41.742448,-92.72502	Cafe on Main Street, Grinnell, Iowa	|		1975	1965-1975	Looking southwest Commercial Street. "At this time these buildings are slated to be torn down."--photo verso. Listed in the National Register of Historic Places under Grinnell Historic Commercial District. Title supplied by cataloger.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Commercial streets|Commercial facilities|Eating & drinking facilities|Restaurants|Cafes		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom087	1 photograph, b&w, 8 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom087-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13554	 grinnell:13554	287	ms107_gricom088	41.744566,-92.725562	Masonic temple, Grinnell, Iowa	Snyder Bros.|Snyder Brothers|		1950	1940-1950	Looking east from Main Street. The cornerstone, containing 16 pictures of the town and college and a book of early Grinnell history, for the Masonic Temple was laid on July 24, 1917 and completed in 1918. Number B-91.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell commercial architecture walking tour, "Focus on Grinnell architecture" series by Jeanne Burkle and Audrey Vandercook May 9, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Organizations' facilities|Fraternal organizations|Masonic buildings|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom088	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom088-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14484	 grinnell:14484	1216	ms107_gricom089	41.744566,-92.725562	Masonic temple, Grinnell, Iowa	|		1928	1918-1928	Looking east from Main Street. The cornerstone, containing 16 pictures of the town and college and a book of early Grinnell history, for the Masonic Temple was laid on July 24, 1917 and completed in 1918. Number 838.|	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell commercial architecture walking tour, "Focus on Grinnell architecture" series by Jeanne Burkle and Audrey Vandercook May 9, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Organizations' facilities|Fraternal organizations|Masonic buildings|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom089	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom089-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13538	 grinnell:13538	271	ms107_gricom092	41.743409,-92.723246	New gas plant, Grinnell, Iowa	Peoples Light and Fuel Company|Peoples Light & Fuel Company|	Child	1909	1909	"Use the Light that Lights". "Use the Fuel that makes Cooking Fun."--t.p. "There are a goodly number of people that would gladly introduce gas into their homes for their lighting and cooking, if it could be had of satisfactory|quality and at a satisfactory price." Title supplied by cataloger.	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Light, Volume 9, March 1909	Poweshiek County (Iowa)|Grinnell (Iowa)|Industrial facilities|Gas industry|Fuel tanks|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom092	1 photograph, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom092-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13557	 grinnell:13557	290	ms107_gricom095	41.742854,-92.729054	Interior of Spaulding factory, Grinnell, Iowa	Spaulding Manufacturing Company|Spaulding Manufacturing Co.|		1920	1910-1920	Interior of Spaulding Factory with workers assemblying automobiles. Originally started manufacturing buggies, the Spaulding Manufacturing Company introduced the first Spaulding automobile in 1909. Title supplied by cataloger.|However, the Spaulding automobile never caught on and the last vehicle was made in 1916. Listed in the National Register of Historic Places.	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Transportation industry|Industrial facilities|Interiors|Employees|Rooms & spaces		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom095	1 photograph, b&w, 9 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom095-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13556	 grinnell:13556	289	ms107_gricom096	41.742854,-92.729054	Spaulding "30" touring car, Grinnell, Iowa	Spaulding Manufacturing Company|Spaulding Manufacturing Co.|		1915	1910-1915	"Spaulding '30' Touring Car, Sliding Gear $1550, Planetary $1500, Without Top."--t.p. Originally started manufacturing buggies, the Spaulding Manufacturing Company introduced the first Spaulding automobile in 1909. Title supplied by cataloger.|However, the Spaulding automobile never caught on and the last vehicle was made in 1916. Listed in the National Register of Historic Places.	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Transportation industry|Vehicles|Automobiles|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom096	1 photograph, b&w, 8 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom096-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13555	 grinnell:13555	288	ms107_gricom097	41.742854,-92.729054	Demolition of Spaulding building, Grinnell, Iowa	Spaulding Manufacturing Company|Spaulding Manufacturing Co.|		1988	1987-1988	"One of the old Spaulding buildings that set on the corner of Spring & 4th torn down in the fall 87 or 88. Note the car on the middle floor. The bldg. was used previously for lawnmower repair and before that as a welding shop."--photo verso.|Listed in the National Register of Historic Places. Title supplied by cataloger.	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Transportation industry|Demolition|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom097	1 photograph, color, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom097-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13620	 grinnell:13620	353	ms107_gricom098	41.741436,-92.730572	U[ncle] S[am's] Club, Grinnell, Iowa	U.S. Club|		1915	1903-1915	Looking west from Pearl Street. The Uncle Sam's Club was started in 1899 when a group of boys in the are began meeting under the direction of two collect students. The community later supported to building clubhouse in 1903.|The center served until 1987 and the building was torn down.	Real photo reprint.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Organizations' facilities|Clubs|Clubhouses|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom098	1 photograph, b&w, 9 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom098-sc.jpg	Photographs	2007-06-18	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14515	 grinnell:14515	1247	ms107_griho001	41.742949,-92.73429	Community hospital, Grinnell, Iowa	|		1940	1930-1940	Looking southwest from Fourth Avenue. The community hospital opened in 1919. It was a 45-bed facility organized as a stock company and incorporated under Iowa laws. Number 21217. Series 2.|	Real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Health care facilities|Hospitals|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriho001	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgriho001-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14514	 grinnell:14514	1246	ms107_griho003	41.746044,-92.716067	Grinnell Hospital, Grinnell, Iowa	|		1910	1910?	Looking west from Park Street. Grinnell's first municipal hospital was opened in 1908 at Sixth Avenue & Elm Street. The building is now a private residence. 1910 postmark. Number 938.|	Real photo Photoette print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell, Iowa, jewel of the prairie: sesquicentennial 1854-2004	Poweshiek County (Iowa)|Grinnell (Iowa)|Health care facilities|Hospitals|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgriho003	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-18	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.U. Williams, Photoette (Bloomington, Ill.)|	lib_isc_powgriho003-sc.jpg	Postcards	2007-06-19	2016-08-31	Sharon Clayton	Sharon Clayton
